lines_of_code,cyclomatic_complexity,essential_complexity,design_complexity,halstead_length,halstead_volume,halstead_level,halstead_difficulty,halstead_intelligence,halstead_effort,halstead_bugs,halstead_time,lines_of_code_clean,lines_of_comments,lines_blank,lines_code_and_comment,unique_operators,unique_operands,total_operators,total_operands,branch_count,is_buggy,file_path,repo_name,dataset_source
267,49,8,7,1003,316.45800442639023,0.3321630477034516,70.13352237899022,652.787224491315,8023.758228226679,4.940882122785751,959.1705390670484,88,65,29,26,13,18,294,107,25,True,KC1_module_10,KC1,PROMISE
488,37,24,5,797,2066.1983245119554,0.1691347073828557,98.6844793323718,919.1096645666051,69642.02412553997,1.6345972759611238,887.6811765900013,220,43,43,18,20,52,460,29,2,False,KC1_module_11,KC1,PROMISE
370,42,8,15,323,1687.2896777944172,0.2117721634663103,46.37925282498974,100.52200141670842,7270.531596770797,0.4419511770874873,283.1350763875111,192,65,49,1,10,63,493,450,10,True,KC1_module_12,KC1,PROMISE
382,41,10,7,1845,4748.362943691941,0.0900013910450898,10.185759958547203,315.7644778460912,47760.57833811292,1.243451903939325,816.9480642561467,168,77,30,8,8,67,328,471,23,False,KC1_module_13,KC1,PROMISE
361,47,16,5,1302,2926.618696638205,0.1201106301013843,56.63890829657392,72.45497359587183,33935.69377873296,0.2920718977730935,685.8673025688188,254,68,17,23,23,98,414,132,8,True,KC1_module_14,KC1,PROMISE
395,6,25,18,651,4050.3357306791536,0.0713045341848453,13.529815420272069,944.8051719440384,22885.132854846004,3.9501488458195793,511.8223889047572,395,65,21,20,17,86,64,32,26,False,KC1_module_15,KC1,PROMISE
261,44,12,10,839,934.6718489267424,0.9898230692048736,75.40043646765994,445.265465999388,18959.01189658017,2.562764562705527,422.9161430428748,165,84,41,43,15,41,475,343,8,False,KC1_module_16,KC1,PROMISE
72,4,15,1,1457,4895.307305112151,0.0740576833690735,51.26002274871601,675.3444706761884,76364.78824388469,1.6849330943340046,815.5027559254568,30,70,21,39,10,79,246,298,12,True,KC1_module_17,KC1,PROMISE
421,24,2,10,1444,2543.3337796939445,0.1325420809514136,72.61970546935136,841.1200645043214,95159.06509571325,3.310248023157812,793.0794326950212,366,81,25,7,5,14,359,445,26,True,KC1_module_18,KC1,PROMISE
230,30,4,9,932,2518.9931737261645,0.8272545955907364,87.06682086097385,991.0002480764886,14103.95624611284,3.153232629751601,756.9363359425591,373,40,9,29,6,86,130,291,7,False,KC1_module_19,KC1,PROMISE
255,18,2,17,619,4857.335169874115,0.5802402167429431,63.265853699114935,161.78245779226577,95972.15379549528,4.699360446137951,998.255951215296,132,20,49,22,22,41,56,382,29,False,KC1_module_20,KC1,PROMISE
191,8,3,14,1326,1965.5885699640107,0.7744172045693324,61.63149359606498,799.5126057182287,59516.77409716287,4.806302583741898,478.5124609413839,203,23,32,5,7,77,443,395,1,False,KC1_module_21,KC1,PROMISE
99,10,26,4,1323,2047.872620319465,0.630912007772655,75.7024592485235,887.4228981367363,64201.87449578938,3.4034188783270265,806.9229778199158,345,61,16,33,11,97,230,14,7,False,KC1_module_22,KC1,PROMISE
464,41,25,3,1207,2965.288243744189,0.882175070328948,84.40304514381407,48.87537685087562,71021.64517644393,4.089079636220843,862.4783669834785,203,53,29,26,27,71,77,82,17,False,KC1_module_23,KC1,PROMISE
392,16,24,12,164,727.457791684156,0.6384675277647406,87.03632484142327,754.0905601855734,70441.47714642264,3.9621255016758927,211.60258145368397,195,7,20,4,13,92,332,392,17,True,KC1_module_24,KC1,PROMISE
325,16,2,1,956,1673.319569418089,0.5221250929031509,4.606589372605447,354.72532119655034,81999.12970775025,2.4565176634994987,42.06644205306098,369,20,7,23,23,5,36,97,27,False,KC1_module_25,KC1,PROMISE
207,46,3,7,1235,1046.7207799811397,0.7127496937612997,56.06283938298114,648.596791470432,48398.51826963497,3.5222914401670846,404.7484021885796,332,96,43,36,13,21,230,111,28,False,KC1_module_26,KC1,PROMISE
413,8,9,3,1901,606.0890476245431,0.4473927517921094,22.41066166995759,514.0481960388647,53382.52289271864,0.3912950384178509,856.7366844367759,205,72,44,16,28,64,355,378,20,False,KC1_module_27,KC1,PROMISE
277,45,17,1,1060,4344.108571021999,0.3460638229047347,86.17424318739656,259.74225208663694,32450.317546095248,3.790105415751535,289.10328119451026,68,75,41,17,25,56,363,110,19,False,KC1_module_28,KC1,PROMISE
227,46,10,18,698,2987.7227140246328,0.4676524524502125,65.19137083513276,135.22136200398606,10615.233618933393,4.809165035961838,700.0101540674241,178,19,18,5,16,16,232,83,9,False,KC1_module_29,KC1,PROMISE
230,30,15,2,1120,1857.496678486765,0.1697141050985606,42.60202542421138,116.9472330892083,66497.55507352928,0.4248737656286921,7.348139064262682,272,6,12,10,22,73,191,16,24,True,KC1_module_30,KC1,PROMISE
121,9,6,1,370,2102.4799490968926,0.7965717298026914,19.62231858401378,103.3228577084917,3457.635921706467,4.180578922959272,355.3644323202377,112,29,2,49,15,10,420,240,19,False,KC1_module_31,KC1,PROMISE
55,8,22,18,199,2214.4431180680376,0.2607037813359446,34.56333896606282,637.7900401345778,27635.94160322849,4.664900133246356,615.5166947581512,217,85,36,31,28,99,100,322,0,False,KC1_module_32,KC1,PROMISE
281,14,10,4,1362,3202.430992509076,0.1535315463370474,70.67399175948223,351.4108513995381,9513.563458165416,1.1309444490103104,129.75719007233687,265,50,16,8,13,19,46,368,24,True,KC1_module_33,KC1,PROMISE
445,29,2,16,1972,4641.170018296067,0.2463522417832268,21.23159497595224,216.63343820587244,19153.64301653953,2.624055938046019,896.606912147434,38,78,44,24,25,47,86,453,10,True,KC1_module_34,KC1,PROMISE
41,8,22,1,1695,4670.620136319214,0.8420701517722398,10.2647115884989,691.885092705903,63909.21819844835,4.639291127314943,156.27397711707926,230,48,43,9,20,83,402,329,14,False,KC1_module_35,KC1,PROMISE
430,23,27,3,1175,2018.3106997002503,0.3302012955977313,88.91484706452755,686.8495657664669,62884.81535747133,4.80113002261484,909.7935450039948,296,49,6,22,21,53,240,380,14,True,KC1_module_36,KC1,PROMISE
415,6,1,3,99,1713.386052029071,0.6860498695059002,76.65682460843156,539.1682923569977,42163.38580827163,0.6394119217615818,216.38930868297467,89,60,45,7,13,75,28,113,24,False,KC1_module_37,KC1,PROMISE
145,27,13,14,1976,2310.1278509077497,0.8564096306557393,20.77969813515513,934.9578168658508,9108.180451300166,1.7450211277772532,994.2786739158408,221,95,7,30,25,71,92,176,8,False,KC1_module_38,KC1,PROMISE
319,2,24,12,910,2882.8777290996136,0.0777446669250421,29.938842799569173,385.4142314414213,43394.0542542949,3.490723205754283,604.7487132955908,285,43,24,28,23,95,23,158,11,False,KC1_module_39,KC1,PROMISE
90,35,21,10,593,2362.9077661037663,0.7650244051780429,97.23494753595767,835.862971269293,35339.21269864351,1.1077924969296515,84.34489443831129,22,59,23,31,25,49,409,41,1,False,KC1_module_40,KC1,PROMISE
381,3,25,5,1787,3327.8917081018344,0.30766546637903,71.11026418915262,75.1394079321963,72073.86937030937,1.623853143172404,65.27723447865985,259,91,47,22,25,98,236,484,10,True,KC1_module_41,KC1,PROMISE
353,10,13,2,1497,2816.5552145608417,0.2166223641840426,61.44167841716865,739.8310940385045,57944.758159085264,0.1164553000234663,74.92169625946876,107,37,32,14,8,54,43,128,2,True,KC1_module_42,KC1,PROMISE
183,9,11,11,1504,1671.5061788009727,0.6889014524529722,31.455220056988903,988.44741383193,49207.4201569662,0.7676084046559944,589.8927472909519,161,83,43,12,26,89,118,229,17,False,KC1_module_43,KC1,PROMISE
43,41,21,5,569,1794.0809482368998,0.9097966227332338,30.6133892724857,846.5982162878169,48749.510022269016,2.811647472088719,809.5792023273852,260,53,29,10,26,74,312,184,26,False,KC1_module_44,KC1,PROMISE
485,3,5,12,1983,1955.1046590426813,0.2950192087123954,4.9128382503328165,579.6647193100594,96633.05903731583,3.265450331520914,402.9627417705057,6,87,41,21,11,17,300,31,13,False,KC1_module_45,KC1,PROMISE
228,22,7,14,916,563.7348644220046,0.568833805384319,73.11970482329122,626.7660643271606,75653.7927481747,3.244559155479185,444.8357592818618,11,46,42,22,29,66,411,452,27,False,KC1_module_46,KC1,PROMISE
447,29,18,17,1072,913.7068988284684,0.2898341138494915,5.274347280631569,353.2895494369468,49748.25808996677,3.8918023538910833,589.287703664628,181,62,42,33,18,88,22,117,29,False,KC1_module_47,KC1,PROMISE
342,26,20,10,1506,3643.257630512392,0.5542855857264279,1.480876439950625,679.4852182581039,47974.33902760886,2.0764070686939573,533.0406047863557,380,32,20,2,13,17,44,59,1,False,KC1_module_48,KC1,PROMISE
391,34,4,1,1326,2006.573886458192,0.6218620306543405,73.22001369823694,770.395383181327,2745.2622203658484,1.3674535812057775,688.0617331012702,7,63,19,14,10,84,27,177,15,True,KC1_module_49,KC1,PROMISE
382,40,15,6,361,1151.2409655447038,0.6103353887901798,94.9385019577634,998.228481117854,94256.67540564868,0.0779035002126249,471.78572016302655,316,32,49,42,14,15,203,80,15,False,KC1_module_50,KC1,PROMISE
105,20,11,17,618,2857.0948118168008,0.6235463696427459,75.89380172500374,492.462917000433,31985.47977955623,1.0331491302619344,713.8606850640675,34,60,37,45,5,87,366,499,11,False,KC1_module_51,KC1,PROMISE
188,41,15,11,735,3802.143758119793,0.1350797922175241,47.69237887181349,61.30406577344228,25668.3142798863,1.5619390610101864,997.310742546634,198,78,45,46,22,79,334,102,24,False,KC1_module_52,KC1,PROMISE
238,16,28,12,1896,1361.36957549232,0.6935404695867196,49.11847970652643,595.8579507309853,99940.95164622836,0.8910342824023276,350.29784224876494,175,43,28,15,22,19,112,158,11,False,KC1_module_53,KC1,PROMISE
253,49,3,9,1434,4151.270421426349,0.6747503563802233,44.17750584226143,119.0241499821686,71897.09818330199,0.1007223574830112,12.215462915350804,189,42,46,6,21,74,332,142,1,True,KC1_module_54,KC1,PROMISE
31,25,29,4,745,4644.773812162743,0.6825881222168831,33.139723043923034,244.76504355611007,4831.640952598869,0.7872380433259579,125.62504555165476,37,32,35,9,18,16,331,22,16,False,KC1_module_55,KC1,PROMISE
277,37,14,18,1474,3027.23319246182,0.0740705527387063,52.649707204398176,328.77991130573724,6282.359154855088,3.3304977678378616,553.5141849869539,302,73,37,6,14,58,103,16,6,False,KC1_module_56,KC1,PROMISE
85,43,23,15,1482,3377.84352905874,0.4468388424141526,43.68394475697039,731.0298731484106,2647.606239623767,3.147927082362979,344.25778714465207,113,59,8,47,23,92,377,261,10,True,KC1_module_57,KC1,PROMISE
374,39,13,19,800,357.62235258297136,0.4090351320457297,60.2186201240367,183.8081238785005,60001.92806133562,4.678418196990212,939.9825937049924,309,51,28,44,26,24,216,124,15,False,KC1_module_58,KC1,PROMISE
344,42,10,17,818,4733.047466007341,0.0867114836431991,89.91388796960835,165.75294684235254,7249.293556188985,3.9908414569865465,627.4460901073829,263,2,36,40,7,21,39,50,21,False,KC1_module_59,KC1,PROMISE
462,27,23,6,1790,2023.1751978982245,0.2223679278968107,99.50593231505722,44.96424249882747,93345.49684880856,2.838780584205956,520.355185965468,222,11,38,36,14,45,201,152,8,True,KC1_module_60,KC1,PROMISE
374,3,20,5,1132,4627.111962672607,0.4409626317980367,8.795585698408795,873.2399363538808,93696.96334826552,0.6877817374660566,798.0395012720187,126,0,47,17,29,40,387,144,11,True,KC1_module_61,KC1,PROMISE
189,25,5,5,316,2936.9898712761888,0.7429063098580823,39.0836637934728,693.5054243560606,54650.80126813317,2.8203590946257844,258.5898710490952,262,85,16,23,26,9,351,217,2,False,KC1_module_62,KC1,PROMISE
484,9,21,18,1445,122.63211433230528,0.2370620769846632,18.889913380914138,39.946465617626494,61702.229246455485,0.3079753045709038,819.7385402823597,399,85,15,42,29,48,141,496,11,True,KC1_module_63,KC1,PROMISE
211,44,22,11,1187,288.855796684835,0.8297499101249115,35.859926918627835,28.292305638114577,29260.250712372457,2.154424487054264,3.061104864092945,369,6,48,40,9,29,380,160,17,False,KC1_module_64,KC1,PROMISE
169,12,12,9,1027,3434.052147782618,0.5457982857394634,29.45982883629388,558.674296475056,6490.856986586506,1.9512931447359767,619.6773621357177,366,4,49,25,16,16,200,355,18,False,KC1_module_65,KC1,PROMISE
453,12,27,19,1455,2857.073267776472,0.7604216851846175,18.27917603105204,282.53440128671105,73772.29847466237,2.139069046814708,934.757151045779,91,78,8,41,8,31,235,386,8,False,KC1_module_66,KC1,PROMISE
191,13,19,12,1816,230.00894230976428,0.4725559833368571,76.64352928870775,596.7263504319288,10268.420276026844,1.399129591973936,787.8599520338701,236,52,18,17,26,6,52,34,1,False,KC1_module_67,KC1,PROMISE
47,32,10,18,674,3742.953809989688,0.4991942254222233,50.13258554009435,434.6041756809653,8647.208337737475,3.4291522381191184,853.6341921473594,162,30,47,20,17,91,498,255,17,False,KC1_module_68,KC1,PROMISE
240,28,1,19,850,4275.512151638991,0.6197193893796402,92.00531263950536,923.3125623102546,31191.18860950196,4.204722336493897,396.9546951715005,386,61,9,41,11,99,420,229,19,False,KC1_module_69,KC1,PROMISE
399,47,20,2,395,2532.44566395261,0.9279706081658242,4.226651881454435,287.8090149613679,1345.3194178044178,3.842584962994888,824.2389461001262,380,23,39,18,7,39,105,258,2,False,KC1_module_70,KC1,PROMISE
102,21,7,7,1301,2382.211457750549,0.4918125814129099,7.630823300067002,679.1453684388935,43460.15801405597,3.138760478954401,550.8316650302665,347,19,5,37,23,88,284,94,15,False,KC1_module_71,KC1,PROMISE
236,14,22,14,817,126.81823328967468,0.528657538108291,40.92408471010407,54.05431161859919,70797.32291699966,2.6917239966650666,618.5402365031989,69,36,8,22,25,48,392,237,2,False,KC1_module_72,KC1,PROMISE
73,3,16,16,697,3954.583591218636,0.6019969635275295,8.947454719999676,955.8605341889254,80154.75824905171,0.1554209000401518,58.91533933580351,130,89,39,14,26,91,257,70,13,False,KC1_module_73,KC1,PROMISE
346,1,14,3,1399,1720.5087270559166,0.7375151372977258,27.01023004506852,980.7574679083522,60470.29964951224,3.6146699934596063,201.55169717439213,285,76,30,10,29,21,113,473,19,False,KC1_module_74,KC1,PROMISE
243,19,5,7,828,4405.941736934444,0.0718503354862343,98.61694456458574,739.0746290164124,84702.73289107987,2.724914697892487,550.9644155135526,301,19,27,30,25,32,484,297,21,False,KC1_module_75,KC1,PROMISE
171,46,21,11,939,1927.99687903446,0.5156874385219721,21.687001140976797,465.2124715635732,40709.570156334325,1.3537052533194345,58.80105782349765,143,56,42,23,24,75,141,26,21,True,KC1_module_76,KC1,PROMISE
121,26,5,16,891,2868.8817620904574,0.4815915892060435,20.61365639979698,219.9934393272613,84892.33129754162,1.6392101942672084,741.4468065877132,59,88,15,18,25,25,173,257,22,False,KC1_module_77,KC1,PROMISE
286,44,13,3,531,1424.674762176705,0.9216849842375704,57.7904262107752,812.5163402479648,50696.68371878809,4.678033932348707,840.0570085219016,59,95,25,37,29,83,192,463,7,True,KC1_module_78,KC1,PROMISE
338,5,25,12,269,886.8827316661016,0.4935065804363411,50.30183078852252,736.3540971470222,22381.309187029703,3.121811225586135,920.3623612948048,275,76,30,0,16,45,446,374,25,False,KC1_module_79,KC1,PROMISE
470,5,27,6,1657,3897.048726568507,0.468320534694331,58.46339142308163,221.95403956094907,94420.15010138055,2.379562173287641,101.76845917980592,184,12,36,4,23,43,255,143,10,False,KC1_module_80,KC1,PROMISE
224,41,29,5,201,2533.29334634678,0.962199988534702,38.29679254264612,451.2152941572657,27569.590296327937,3.1046086985420382,939.7202480228,198,24,16,48,25,48,362,447,11,False,KC1_module_81,KC1,PROMISE
88,6,28,10,663,2728.7908263860286,0.4505764636008815,82.84947362959976,462.798937816785,2717.528270360532,2.068711624928285,67.62000762929499,327,21,31,33,7,80,451,100,23,False,KC1_module_82,KC1,PROMISE
418,3,17,8,1341,4830.538172060504,0.1808844303220903,14.719474592803822,826.4105499727091,24343.13689120719,2.350911366015081,474.05621592781534,11,15,22,27,22,5,464,130,9,True,KC1_module_83,KC1,PROMISE
318,20,6,13,279,4821.541569888553,0.2169161228057883,43.4108719383051,683.8446843340765,36732.08736961703,1.451546283538352,840.2510206278117,303,17,27,0,13,76,429,85,2,False,KC1_module_84,KC1,PROMISE
353,46,25,7,1317,4292.646396341777,0.0951875383369741,69.28642299596461,643.1675435400551,35199.833360597484,2.1992665029582223,70.31113856445536,113,31,43,29,8,79,454,462,21,False,KC1_module_85,KC1,PROMISE
57,34,24,16,1471,1019.2855345486644,0.0005681292589444,86.95540758800708,649.8274225632784,52514.28419341281,3.4279611621895523,18.231072988983637,372,55,19,21,9,83,474,361,19,False,KC1_module_86,KC1,PROMISE
163,5,29,2,1332,3011.9362020777417,0.4319456610004819,37.58758902931901,270.4700793824789,88324.37551538876,0.199709625432346,24.94771870665069,382,39,33,29,7,99,495,263,17,False,KC1_module_87,KC1,PROMISE
386,42,19,17,623,4402.922380812133,0.7692425812982214,57.20681431028152,371.711259829534,29304.588888258942,3.975137036480774,511.27023943603353,203,42,47,2,27,79,325,337,4,True,KC1_module_88,KC1,PROMISE
417,42,5,1,59,1934.8732885997947,0.7334664427998359,7.844854555718889,45.66228543670614,52124.98373512097,1.414897704306564,811.596744596663,129,24,38,27,24,55,74,136,18,True,KC1_module_89,KC1,PROMISE
223,40,15,14,1776,595.4202130843664,0.0321490878028501,17.861589723071067,786.9411358121238,34079.88147347909,3.4127989671624985,127.42667107259965,97,15,49,28,7,49,65,44,5,False,KC1_module_90,KC1,PROMISE
404,45,13,7,666,4073.718220975617,0.5699829035940329,7.844678084145334,432.9982151698139,82195.12863138273,3.2136265734003,124.61025407954062,76,99,29,14,20,41,400,424,16,False,KC1_module_91,KC1,PROMISE
422,12,25,8,1613,2460.641401674641,0.154283125413476,73.06020830785367,438.2383570875736,15844.39117751899,3.2631402457065266,568.5468550497916,399,59,14,2,21,83,164,482,15,False,KC1_module_92,KC1,PROMISE
199,48,12,1,411,2865.524133759975,0.9410762847646972,29.51793690349193,245.35626493362676,10440.675804174844,3.0406445812790146,234.2956008119237,79,22,49,48,17,42,404,27,23,False,KC1_module_93,KC1,PROMISE
450,16,10,14,341,4912.507051957437,0.1673649996441792,72.65078372899194,209.4272814594289,50349.22579843641,4.7955091903476745,730.2137351448739,181,80,32,35,20,59,468,35,29,False,KC1_module_94,KC1,PROMISE
151,40,3,4,1560,3075.3360094209534,0.6266392176974815,7.573429625284181,587.8219295690292,67221.56981797265,2.541720813476954,949.63538817675,194,83,12,31,27,14,325,284,5,True,KC1_module_95,KC1,PROMISE
127,29,25,13,1880,2182.3989897638967,0.3262383621640567,86.39223224042422,232.55301520367576,79572.96758896757,3.661595577576757,766.0334066004131,273,96,15,38,17,35,384,31,3,False,KC1_module_96,KC1,PROMISE
344,39,22,14,1724,1912.923402451269,0.6415613259643522,83.71748961299807,64.20885156546441,59003.52280524111,3.5272466561728884,877.1753663789165,337,15,13,33,21,30,146,363,16,False,KC1_module_97,KC1,PROMISE
322,31,2,17,1507,2146.334534004824,0.4122585964640751,9.80394556197798,767.5074159808984,77407.59115576817,1.1813378863916515,519.5860575716703,225,63,41,6,19,46,222,473,28,True,KC1_module_98,KC1,PROMISE
78,32,13,14,508,680.1555075754769,0.7596430523063947,3.3518941392614656,376.4694344063659,39331.73485023629,1.4165291959341282,832.3193042175333,304,98,4,22,14,52,482,147,4,True,KC1_module_99,KC1,PROMISE
418,31,14,6,1828,3994.277736246102,0.2306791253278578,6.572592485217126,380.23558389930446,3383.4802596202503,2.1200854907848394,182.9031839866824,228,80,36,44,27,73,410,154,14,False,KC1_module_100,KC1,PROMISE
107,39,14,15,1342,4204.812605116502,0.90579185291426,85.50938714152666,431.31828151579134,11698.320859365498,1.3884896523160462,68.34789039562739,177,22,27,14,15,46,110,433,12,False,KC1_module_101,KC1,PROMISE
404,37,27,16,360,1493.5459594097035,0.5002096493133521,24.23564541613768,815.0448234080939,3968.387862776718,1.8337154946497989,655.953110124686,67,89,3,48,24,19,468,184,9,False,KC1_module_102,KC1,PROMISE
13,7,5,7,276,1588.603430208726,0.7560931477128529,55.27905846796068,320.8368959398171,32961.47068260162,1.9548030696415295,51.95250375805593,87,42,30,3,20,56,254,127,19,True,KC1_module_103,KC1,PROMISE
400,41,9,3,1744,4384.237856040585,0.8497301914012271,43.198176114825614,758.036211257836,49599.584992741366,3.01932280469172,892.4814191396805,175,48,37,16,22,10,423,51,8,True,KC1_module_104,KC1,PROMISE
395,27,6,17,564,217.45474208698172,0.9988286109548048,79.7570270966316,939.5448407795432,35696.11661732825,1.0994502136753082,691.5541471074185,23,55,36,17,24,85,265,421,14,True,KC1_module_105,KC1,PROMISE
392,16,8,3,1536,2650.241474459416,0.2239456655939582,49.40093184559639,660.8681959247994,56103.88755913258,4.021459329383436,952.200725408912,129,77,26,30,23,78,305,463,25,False,KC1_module_106,KC1,PROMISE
335,26,27,12,294,2372.011001939355,0.2868924135634548,50.5654232254657,431.6810811770246,48112.85393442949,2.187681783857523,313.8866563132356,187,12,16,8,19,26,89,48,11,False,KC1_module_107,KC1,PROMISE
241,48,28,5,575,3481.621170934453,0.2504330867318882,98.92010201049034,747.7897231466646,67826.48590620763,3.5312205584162344,486.15830920162085,191,53,8,11,20,30,175,403,0,False,KC1_module_108,KC1,PROMISE
355,43,2,3,581,900.619330732327,0.2628713321597826,15.862826118176454,457.8973697513855,66729.52013998428,0.4072124062040894,741.6903650451189,326,81,0,33,17,7,364,88,26,True,KC1_module_109,KC1,PROMISE
145,41,19,15,576,3374.820629896253,0.5824447415393774,83.23968993584721,414.4272711081408,31874.60829615708,2.3498269706218347,242.77898546082056,387,54,17,14,13,39,422,78,8,False,KC1_module_110,KC1,PROMISE
392,23,7,3,1355,1945.9966385868945,0.993522523145843,6.123224814784594,525.2831635726832,34686.82409057304,0.1410976608866415,541.8488201116669,293,27,31,43,23,8,53,196,23,False,KC1_module_111,KC1,PROMISE
282,39,6,13,1830,3131.702413031246,0.9902780870927544,48.2872281877241,317.7223348092938,58556.2673819662,3.379549959077824,659.4672750054781,36,5,1,43,26,93,47,223,22,False,KC1_module_112,KC1,PROMISE
234,19,9,14,1822,296.465548376602,0.5267732313623077,88.74714756936933,104.2502162800012,59683.603542295095,1.7185503849853478,978.8086544470412,166,54,49,15,22,17,349,428,15,False,KC1_module_113,KC1,PROMISE
257,34,6,2,1488,2362.463266204096,0.6390272102646738,66.856182594808,414.8520055261652,31538.5213723496,4.746264070529144,744.7032942423848,293,70,29,27,24,67,229,352,2,False,KC1_module_114,KC1,PROMISE
288,32,15,4,420,2659.0293805136234,0.859970543701606,68.83624731724716,123.85688112930194,33098.75678896498,1.620621073007097,118.130850279074,239,54,14,16,25,59,425,80,28,False,KC1_module_115,KC1,PROMISE
28,13,29,16,1921,1150.1993739894344,0.9329334584535052,27.068410943392067,410.4414735554467,69435.0968172961,2.819029490088634,475.3334513833103,185,97,48,17,14,27,43,296,20,False,KC1_module_116,KC1,PROMISE
78,14,18,10,1093,784.1559054776915,0.2038606273295439,42.43890434478397,556.9337212134503,64776.34120531935,1.2869378784730734,588.7707829895721,177,60,9,33,6,81,181,438,12,False,KC1_module_117,KC1,PROMISE
130,3,21,3,1101,1023.5240847602768,0.5285417289424529,37.291525286406,930.7111812056468,13591.575387509492,3.100563144736701,146.62314286435273,165,50,47,14,13,15,27,334,25,False,KC1_module_118,KC1,PROMISE
66,7,15,19,1408,1786.2912825104054,0.8328370546615123,52.62287780564143,36.22233104530359,44160.0837795718,2.335211750666173,431.9660569810784,233,5,14,7,23,89,357,122,23,False,KC1_module_119,KC1,PROMISE
225,22,1,6,1542,574.36973159436,0.3032020766345916,46.760565084223146,621.4584065019442,89281.33726318796,1.8531413075281644,284.005816335823,75,55,18,12,25,75,430,73,22,False,KC1_module_120,KC1,PROMISE
337,24,3,1,1906,4741.866999075062,0.4398090424804667,33.36293683582195,457.7351866500773,3726.937042837074,1.0184467454008994,118.82754226202596,209,16,21,46,17,65,86,231,5,True,KC1_module_121,KC1,PROMISE
330,9,8,18,1173,2084.470901329505,0.985621101512008,31.24258062474584,20.26112820413917,85530.87825377294,0.5576067198572765,512.0419334634545,86,72,49,12,24,88,168,241,18,False,KC1_module_122,KC1,PROMISE
240,21,8,1,1227,4063.95105228307,0.985046696720871,25.834436273857094,249.5481759387204,16401.49789070795,0.5993956697833663,165.63308101234543,273,16,12,18,6,43,424,182,8,False,KC1_module_123,KC1,PROMISE
428,30,25,11,1496,4874.643903233348,0.9061068107651816,37.13967744159108,118.48525235480156,50774.13838292542,4.995200087527766,590.5374085857234,346,90,48,31,21,31,30,63,2,True,KC1_module_124,KC1,PROMISE
286,12,25,19,525,495.6028720134216,0.7984483448280576,15.844206315472004,216.79414573144476,42491.20924940885,2.0615536342861733,169.69693224186543,205,30,17,5,21,19,476,67,10,False,KC1_module_125,KC1,PROMISE
48,17,25,11,629,3293.1803928814707,0.2691305007228057,87.3383258983538,274.57024346091816,1111.9208004117363,0.0096485393666972,723.594923602821,158,43,14,13,17,92,444,269,3,False,KC1_module_126,KC1,PROMISE
384,19,19,12,1258,4369.904525031949,0.3208500740671874,60.6098197915093,401.30633538219627,91548.15401525424,4.764643953130071,195.2416230296704,376,14,31,8,22,43,84,472,3,False,KC1_module_127,KC1,PROMISE
